case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;case_final;
 [m];Pressure [Line 1] [bara]; [m];Pressure [Line 2] [bara]; [m];Pressure [Mainline] [bara]; [m];Pressure [Wellbore1] [bara]; [m];Pressure [Wellbore2] [bara]; [m];Pressure [Wellbore3] [bara]; [m];Pressure [Wellbore4] [bara];
;;;;31250,92454253633;195,1413828802802;;;;;;;;;
;;;;31350,92750107245;195,17300678591;;;;;;;;;
;;;;31450,93045960856;195,2046305947997;;;;;;;;;
;;;;31550,93341814468;195,2362543069038;;;;;;;;;
;;;;31650,93637668079;195,2678779220682;;;;;;;;;
;;;;31750,93933521691;195,2995014398567;;;;;;;;;
;;;;31850,94229375303;195,3311221609989;;;;;;;;;
;;;;31950,94525228914;195,3627484683975;;;;;;;;;
;;;;32050,94821082526;195,394379868594;;;;;;;;;
;;;;32150,95116936137;195,4260163607353;;;;;;;;;
